code,name,industry,area,pe,outstanding,totals,esp,bvps,pb,timeToMarket,rev,profit,gpr,npr,tmpclose,pos2year,pos1year,pos6month,de2year,de1year,de6month,totalvalue,subvalue
782,美达股份,化纤,广东,60.76,4.46,5.28,0.046,2.27,2.48,19970619,11.28,142.72,8.78,1.31,5.65,0.03,0.05,0.12,0.54,0.45,0.22,29.83,25.2
2064,华峰氨纶,化纤,浙江,15.27,15.39,16.77,0.066,2.09,1.92,20060823,2.31,12.2,23.51,11.04,4.02,0.11,0.12,0.17,0.33,0.31,0.22,67.42,61.87
600057,厦门象屿,仓储物流,福建,11.39,21.38,21.57,0.107,5.16,0.94,19970604,15.72,67.05,3.02,0.49,4.87,0.05,0.07,0.11,0.39,0.34,0.22,105.05,104.12
600893,航发动力,航空,陕西,0,19.48,22.5,-0.026,11.44,1.94,19960408,1.8,36.03,18.08,-2.08,22.24,0.09,0.13,0.19,0.42,0.31,0.22,500.4,433.24
601997,贵阳银行,银行,贵州,5.85,12.39,22.99,0.51,11.32,1.04,20160816,11.72,19.95,0,35.88,11.8,0.02,0.03,0.05,0.41,0.31,0.22,271.28,146.2
2204,大连重工,专用机械,辽宁,0,19.31,19.31,-0.035,3.38,1.01,20080116,-43.93,-1869.75,18.25,-11.95,3.4,0.01,0.02,0.02,0.39,0.23,0.22,65.65,65.65
601226,华电重工,专用机械,北京,0,11.55,11.55,-0.031,3.01,1.35,20141211,7.04,37.18,7.74,-3.74,4.06,0.07,0.14,0.26,0.56,0.39,0.22,46.89,46.89
2111,威海广泰,航空,山东,19.33,3.27,3.82,0.133,6.96,1.48,20070126,15.45,24.3,35.96,13.26,10.32,0.02,0.05,0.11,0.61,0.42,0.22,39.42,33.75
2157,正邦科技,饲料,江西,0,21.48,23.39,-0.08,2.64,1.48,20070817,35.21,-169.48,7.06,-1.56,3.9,0.07,0.12,0.26,0.57,0.41,0.22,91.22,83.77
603339,四方科技,专用机械,江苏,33.17,0.58,2.11,0.14,7.09,2.51,20160519,14.69,-29.66,30.52,11.97,17.8,0.01,0.03,0.07,0.65,0.42,0.22,37.56,10.32
2507,涪陵榨菜,食品,重庆,30.5,7.72,7.89,0.387,2.68,8.81,20101123,34.11,77.52,55.04,28.7,23.59,0.69,0.61,0.44,0.22,0.22,0.22,186.13,182.11
300473,德尔股份,汽车配件,辽宁,19.17,1,1.05,0.46,16.19,2.06,20150612,366.68,51.36,30.84,5.44,33.29,0.02,0.05,0.08,0.57,0.34,0.22,34.95,33.29
600611,大众交通,公共交通,上海,14.77,15.63,23.64,0.066,3.83,1.02,19920807,58.56,-15.75,41.2,19.9,3.9,0.01,0.02,0.03,0.46,0.29,0.22,92.2,60.96
600511,国药股份,医药商业,北京,18.24,2.78,7.67,0.332,11,2.2,20021127,4.2,9.16,8.45,2.79,24.24,0.06,0.09,0.1,0.32,0.26,0.22,185.92,67.39
600582,天地科技,工程机械,北京,75.29,41.39,41.39,0.012,3.63,0.99,20020515,46.58,326.93,28.66,1.66,3.59,0.14,0.17,0.25,0.38,0.31,0.22,148.59,148.59
836,鑫茂科技,通信设备,天津,61.3,12.08,12.08,0.017,1.48,2.88,19970929,12.92,354.26,14.35,4.23,4.25,0.04,0.12,0.14,0.51,0.25,0.22,51.34,51.34
570,苏常柴Ａ,机械基件,江苏,51.72,4.11,5.61,0.02,3.96,1.06,19940701,-18,-67.58,13.23,1.91,4.18,0.03,0.04,0.12,0.59,0.46,0.22,23.45,17.18
2328,新朋股份,汽车配件,上海,31.28,3.25,4.48,0.042,5.39,0.97,20091230,53.54,1.96,13.77,1.9,5.21,0.02,0.05,0.1,0.56,0.38,0.22,23.34,16.93
601010,文峰股份,超市连锁,江苏,15.99,18.48,18.48,0.046,2.4,1.22,20110603,-2.79,-6.49,19.49,4.26,2.93,0.02,0.04,0.07,0.5,0.32,0.22,54.15,54.15
2057,中钢天源,元器件,安徽,17.34,2.99,3.84,0.092,3.35,1.9,20060802,2.95,-8.64,25.3,11.83,6.38,0.02,0.02,0.06,0.47,0.44,0.22,24.5,19.08
2595,豪迈科技,专用机械,山东,25.21,5.15,8,0.136,5.01,2.75,20110628,11.18,-30.15,30.65,14.84,13.75,0,0,0,0.46,0.34,0.22,110,70.81
300463,迈克生物,医疗保健,四川,26.8,3.67,5.58,0.415,4.5,4.94,20150528,47.82,20.18,52.01,18.59,22.26,0.23,0.23,0.09,0.22,0.22,0.22,124.21,81.69
300003,乐普医疗,医疗保健,北京,33.95,14.07,17.82,0.455,3.55,8.7,20091030,35.37,63.48,72.8,27.41,30.86,0.62,0.53,0.32,0.22,0.22,0.22,549.93,434.2
600017,日照港,港口,山东,14.05,30.76,30.76,0.056,3.52,0.89,20061017,6.99,59.08,29.54,13.71,3.12,0.01,0.01,0.01,0.34,0.32,0.22,95.97,95.97
2303,美盈森,造纸,深圳,24.41,15.42,15.42,0.113,2.79,1.98,20091103,14.56,20.8,33.69,12.25,5.52,0.06,0.15,0.26,0.6,0.36,0.22,85.12,85.12
616,海航投资,全国地产,辽宁,0,14.3,14.3,-0.037,2.74,0.94,19961108,40.77,-211.83,44.5,-363.21,2.57,0.02,0.03,0.09,0.58,0.45,0.22,36.75,36.75
603001,奥康国际,服饰,浙江,13.61,4.01,4.01,0.419,10.09,1.13,20120426,-1.37,-4.05,36.57,10.68,11.4,0.02,0.04,0.07,0.52,0.35,0.22,45.71,45.71
600068,葛洲坝,建筑施工,湖北,10.94,46.05,46.05,0.13,5.51,1.31,19970526,-9.92,1.51,15.73,3.63,7.2,0.1,0.15,0.23,0.43,0.33,0.22,331.56,331.56
600722,金牛化工,化工原料,河北,92.92,6.8,6.8,0.028,1.38,3.84,19960626,5.43,-9.12,9.7,4.21,5.29,0.12,0.17,0.43,0.61,0.51,0.22,35.97,35.97
2093,国脉科技,电信运营,福建,30.98,9.73,10.08,0.063,3.04,2.59,20061215,31.99,34.39,38.1,16.84,7.86,0.14,0.17,0.23,0.34,0.3,0.22,79.23,76.48
600163,中闽能源,新型电力,福建,12.95,9.99,9.99,0.065,1.8,1.88,19980602,32.67,31.75,66.29,41.28,3.39,0.04,0.08,0.1,0.47,0.28,0.22,33.87,33.87
2258,利尔化学,农药化肥,四川,18.16,5.23,5.24,0.497,5.04,3.58,20080708,49.45,74.51,32.07,14.31,18.05,0.63,0.54,0.08,0.22,0.22,0.22,94.58,94.4
521,长虹美菱,家用电器,安徽,35.66,8.03,10.45,0.049,4.82,0.72,19931018,8.85,-44.95,16.32,0.55,3.46,0,0.01,0.02,0.54,0.42,0.22,36.16,27.78
2627,宜昌交运,公共交通,湖北,65.33,2.25,3.15,0.035,6.41,1.42,20111103,22.98,-1.22,9.38,1.93,9.08,0,0,0,0.43,0.24,0.22,28.6,20.43
600663,陆家嘴,园区开发,上海,13.9,24.45,33.62,0.547,4.29,3.54,19930628,17.56,59.37,49.26,27.81,15.2,0.05,0.06,0.12,0.42,0.36,0.22,511.02,371.64
963,华东医药,化学制药,浙江,22.07,13.02,14.58,0.452,6.21,6.43,20000127,9.61,21.17,31.65,8.41,39.9,0.62,0.46,0.2,0.22,0.22,0.22,581.74,519.5
860,顺鑫农业,白酒,北京,14.33,5.71,5.71,0.641,11.3,3.25,19981104,3.37,94.61,43.15,9.21,36.75,0.66,0.66,0.65,0.22,0.22,0.22,209.84,209.84
601106,中国一重,工程机械,黑龙江,190.02,65.38,68.58,0.004,1.58,1.89,20100209,75.26,352.16,12.71,0.96,2.99,0.02,0.02,0.03,0.52,0.35,0.22,205.05,195.49
601727,上海电气,电气设备,上海,27.72,98.51,147.25,0.045,3.83,1.29,20081205,20.04,22.55,20.72,3.57,4.95,0,0,0,0.45,0.45,0.22,728.89,487.62
600241,时代万恒,商贸代理,辽宁,0,1.93,2.94,-0.052,4.82,1.44,20001128,16.78,-81.55,17.5,-5.57,6.94,0.01,0.02,0.08,0.65,0.48,0.22,20.4,13.39
300264,佳创视讯,通信设备,深圳,331.12,3.19,4.13,0.009,1.32,4.38,20110916,65.14,118.67,30.53,2.79,5.78,0.07,0.19,0.29,0.61,0.33,0.22,23.87,18.44
2599,盛通股份,广告包装,北京,32.7,1.9,3.25,0.155,4.85,2.09,20110715,62.15,67.03,18.37,5.93,10.16,0.01,0.03,0.06,0.54,0.34,0.22,33.02,19.3
600850,华东电脑,软件服务,上海,24.88,4.23,4.23,0.17,5.16,3.31,19940324,8.88,-4.18,16.78,5.05,17.1,0.2,0.32,0.33,0.39,0.25,0.22,72.33,72.33
2563,森马服饰,服饰,浙江,22.63,18.39,27,0.25,3.76,2.98,20110311,24.8,25,38.35,12.06,11.19,0.56,0.56,0.42,0.22,0.22,0.22,302.13,205.78
657,中钨高新,小金属,海南,26.95,3.44,8.8,0.065,3.58,1.96,19961205,24.52,138.14,19.48,3.29,7.04,0.1,0.12,0.23,0.45,0.39,0.22,61.95,24.22
600429,三元股份,乳制品,北京,55.23,8.85,14.98,0.024,3.24,1.62,20030915,26.71,171.07,31.96,2.03,5.24,0.01,0.02,0.03,0.44,0.26,0.22,78.5,46.37
600325,华发股份,区域地产,广东,5.91,19.14,21.18,0.275,5.78,1.12,20040225,-62.26,38.5,27.04,36.68,6.5,0.12,0.12,0.16,0.27,0.27,0.22,137.67,124.41
603368,柳药股份,医药商业,广西,17.25,2.05,2.59,0.437,13.92,2.17,20141204,25.32,35.27,9.63,4.18,30.16,0.08,0.15,0,0.41,0.27,0.22,78.11,61.83
2125,湘潭电化,化工原料,湖南,44.76,2.59,3.46,0.088,3.28,2.4,20070403,27.55,38,26.18,6.99,7.87,0.09,0.11,0.28,0.52,0.48,0.22,27.23,20.38
600169,太原重工,工程机械,山西,527.2,25.64,25.64,0.001,1.61,1.54,19980904,-16.51,173.67,31.58,0.26,2.48,0.1,0.14,0.27,0.49,0.4,0.22,63.59,63.59
603779,威龙股份,红黄药酒,山东,43.11,0.93,2.3,0.082,6.1,2.31,20160516,3.94,22.19,55.68,8.4,14.09,0.01,0.04,0.07,0.73,0.36,0.22,32.41,13.1
968,蓝焰控股,煤炭开采,山西,24.92,5.14,9.68,0.113,3.38,3.33,20000622,-4.64,46.24,40.02,31.62,11.27,0.3,0.24,0.39,0.37,0.37,0.22,109.09,57.93
300172,中电环保,环境保护,江苏,23.48,3.46,5.22,0.126,2.38,2.48,20110201,22.71,13.64,34.02,16.21,5.92,0.08,0.1,0.23,0.51,0.43,0.22,30.9,20.48
2532,新界泵业,农用机械,浙江,23.78,3.78,5.03,0.05,2.79,1.72,20101231,2.76,-48.79,30.25,8.49,4.79,0.03,0.04,0.1,0.52,0.4,0.22,24.09,18.11
2382,蓝帆医疗,医疗保健,山东,71.52,4.86,8.65,0.12,2.84,6.79,20100402,-4.39,12.11,26.89,15.17,19.31,0.62,0.53,0.45,0.22,0.22,0.22,167.03,93.85
600676,交运股份,公共交通,上海,14.88,9.62,10.28,0.08,5.55,0.86,19930928,12.52,-2.12,9.13,3.78,4.78,0.04,0.06,0.14,0.51,0.44,0.22,49.14,45.98
300049,福瑞股份,中成药,内蒙,63.58,2.28,2.63,0.038,5.32,1.84,20100120,13.28,19.24,71.12,5.78,9.78,0.02,0.04,0.09,0.63,0.42,0.22,25.72,22.3
2352,顺丰控股,仓储物流,安徽,45.07,8.92,44.19,0.23,7.62,5.32,20100205,32.96,28.58,17.64,4.84,40.59,0.08,0,0,0.42,0.33,0.22,1793.67,362.06
600382,广东明珠,商贸代理,广东,13.09,3.42,4.67,0.39,11.28,0.91,20010118,17.81,8.87,89.78,57.09,10.21,0.02,0.04,0.07,0.51,0.33,0.22,47.68,34.92
600380,健康元,化学制药,深圳,17.47,15.72,15.73,0.144,4.82,2.08,20010608,9.08,17.85,64.82,7.5,10.03,0.37,0.25,0.12,0.26,0.26,0.22,157.77,157.67
600778,*ST友好,百货,新疆,12.45,3.11,3.11,0.193,2.48,1.94,19961203,1.59,130.81,24.11,2.1,4.81,0.06,0.11,0.24,0.6,0.42,0.22,14.96,14.96
300015,爱尔眼科,医疗保健,湖南,76.89,18.36,23.84,0.091,2.29,12.19,20091030,45.86,39.16,44.66,12.4,27.94,0.66,0.63,0.38,0.22,0.22,0.22,666.09,512.98
601996,丰林集团,林业,广西,29.7,9.45,9.58,0.03,1.99,1.79,20110929,12.16,28.46,20.4,9.91,3.57,0.04,0.04,0.08,0.41,0.4,0.22,34.2,33.74
600596,新安股份,农药化肥,浙江,10.48,6.87,7.06,0.367,6.74,2.28,20010906,43.72,315.5,22.05,9.73,15.4,0.66,0.62,0.44,0.22,0.22,0.22,108.72,105.8
2193,如意集团,纺织,山东,60.01,2.3,2.62,0.11,9.69,1.37,20071207,9.61,49.29,20.26,4.93,13.25,0.22,0.46,0.5,0.49,0.24,0.22,34.72,30.48
600979,广安爱众,水力发电,四川,20.56,7.18,9.48,0.048,3.75,1.06,20040906,10.84,-2.02,25.31,9.1,3.96,0.02,0.03,0.06,0.53,0.34,0.22,37.54,28.43
2533,金杯电工,电气设备,湖南,18.08,5.18,5.53,0.131,4.14,1.15,20101231,37.89,13.61,14.74,3.3,4.75,0.03,0.06,0.16,0.61,0.43,0.22,26.27,24.61
600284,浦东建设,建筑施工,上海,16.82,9.7,9.7,0.075,5.64,0.9,20040316,38.12,7,7.05,12.94,5.08,0.09,0.13,0.23,0.45,0.36,0.22,49.28,49.28
601177,杭齿前进,机械基件,浙江,187.97,4,4,0.008,4.04,1.51,20101011,11.27,56.21,22.88,0.76,6.11,0.01,0.02,0.03,0.52,0.36,0.22,24.44,24.44
2449,国星光电,半导体,广东,16.26,6.08,6.18,0.364,5.22,2.27,20100716,11.72,46.49,24.75,12.62,11.84,0.31,0.22,0.32,0.32,0.32,0.22,73.17,71.99
600353,旭光股份,元器件,四川,43.26,5.44,5.44,0.057,1.84,2.69,20021120,-6.45,46,18.51,6.52,4.95,0.02,0.05,0.12,0.64,0.43,0.21,26.93,26.93
600775,南京熊猫,通信设备,江苏,55.1,6.72,9.14,0.029,3.71,1.72,19961118,20.6,146.82,14.32,2.56,6.39,0.1,0.16,0.37,0.6,0.47,0.21,58.4,42.94
2180,纳思达,电脑设备,广东,84.6,6.86,10.64,0.08,3.8,7.14,20071113,-3.51,109.92,36.58,1.69,27.1,0.44,0.34,0.28,0.23,0.21,0.21,288.34,185.91
600774,汉商集团,百货,湖北,116.93,2.27,2.27,0.046,2.59,4.11,19961108,12.41,41.54,31.16,1.89,10.65,0.05,0.06,0.11,0.42,0.33,0.21,24.18,24.18
601515,东风股份,广告包装,广东,10.27,11.12,11.12,0.187,3.57,2.15,20120216,7.44,3.12,42.69,25.58,7.69,0.02,0.03,0.06,0.4,0.33,0.21,85.51,85.51
300126,锐奇股份,轻工机械,上海,0,2.11,3.04,-0.043,3.38,1.47,20101013,22.11,-436.38,11.88,-8.85,4.97,0.05,0.1,0.23,0.62,0.41,0.21,15.11,10.49
2005,德豪润达,家用电器,广东,452.27,12.66,17.65,0.002,3.48,0.89,20040625,2.8,103.47,22.56,0.35,3.08,0,0,0,0.55,0.41,0.21,54.36,38.99
300313,天山生物,农业综合,新疆,0,1.82,3.13,-0.03,1.79,4.93,20120425,-11.05,-8.67,24.43,-19.63,8.85,0.08,0.1,0.11,0.57,0.49,0.21,27.7,16.11
4,国农科技,生物制药,深圳,189,0.83,0.84,0.025,1.57,11.83,19910114,595.63,274.92,79.85,2.73,18.55,0.03,0.06,0.14,0.61,0.39,0.21,15.58,15.4
600218,全柴动力,农用机械,安徽,20.34,3.69,3.69,0.065,5.25,1.01,19981203,2.75,-38.87,11.59,2.49,5.29,0.07,0.11,0.25,0.54,0.43,0.21,19.52,19.52
601588,北辰实业,区域地产,北京,16.82,26.6,33.67,0.054,3.93,0.92,20061016,-43.09,-39.61,39.01,10.43,3.6,0.1,0.1,0.23,0.44,0.42,0.21,121.21,95.76
300218,安利股份,塑料,安徽,0,2.16,2.17,-0.042,4.43,1.46,20110518,12.15,-702.85,16.01,-2.48,6.49,0,0,0.01,0.75,0.43,0.21,14.08,14.02
600062,华润双鹤,化学制药,北京,15.26,8.23,10.43,0.288,7.44,2.36,19970522,39.9,27.94,64.36,14.05,17.58,0.45,0.07,0.04,0.21,0.21,0.21,183.36,144.68
880,潍柴重机,机械基件,山东,29.78,1.35,2.76,0.063,4.88,1.55,19980402,41.22,365,16.01,3.16,7.55,0.02,0.05,0.1,0.55,0.36,0.21,20.84,10.19
2291,星期六,服饰,广东,28.93,3.97,3.99,0.048,3.79,1.47,20090903,-8.69,66.67,54.61,5.32,5.58,0.07,0.17,0.41,0.71,0.48,0.21,22.26,22.15
600516,方大炭素,矿物制品,甘肃,5.52,17.19,17.89,1.059,6.54,3.58,20020830,408.4,2476.75,83.14,53.79,23.39,0.57,0.14,0.21,0.33,0.33,0.21,418.45,402.07
2528,英飞拓,电脑设备,深圳,0,8.64,11.99,-0.001,2.78,1.49,20101224,39.13,96.39,25.1,-0.1,4.14,0.06,0.11,0.21,0.53,0.35,0.21,49.64,35.77
833,粤桂股份,造纸,广西,27.26,3.78,6.68,0.047,4.08,1.25,19981111,47.31,114.33,17.56,5.81,5.11,0.03,0.06,0.14,0.59,0.42,0.21,34.13,19.32
601688,华泰证券,证券,江苏,16.36,54.44,82.52,0.27,12.42,1.22,20100226,13.35,43.07,0,44.36,15.09,0.1,0.1,0.19,0.36,0.36,0.21,1245.23,821.5
623,吉林敖东,中成药,吉林,14.86,10.95,11.63,0.279,18.13,0.92,19961028,41.23,-22.38,72.82,45.88,16.6,0.01,0.01,0.02,0.4,0.32,0.21,193.06,181.77
2274,华昌化工,农药化肥,江苏,22.98,4.9,6.35,0.125,4.12,1.39,20080925,12.49,161.79,11.96,2.64,5.74,0.01,0.01,0.03,0.43,0.37,0.21,36.45,28.13
600015,华夏银行,银行,北京,5.21,128.23,128.23,0.29,11.87,0.62,20030912,-2.61,1.11,0,28.6,7.39,0.07,0.07,0.1,0.27,0.27,0.21,947.62,947.62
2585,双星新材,塑料,江苏,21.54,8.52,11.56,0.135,6.52,0.89,20110602,29.78,71.13,17.43,9.05,5.82,0.17,0.25,0.33,0.39,0.29,0.21,67.28,49.59
601607,上海医药,医药商业,上海,14.62,19.23,28.42,0.37,13.21,1.59,19940324,9.83,2.07,15,2.8,20.99,0.26,0.03,0.02,0.25,0.21,0.21,596.54,403.64
600396,金山股份,火力发电,辽宁,64.28,11.65,14.73,0.009,1.84,1.23,20010328,14.72,127.66,10.32,0.67,2.27,0.03,0.06,0.15,0.6,0.45,0.21,33.44,26.45
902,新洋丰,农药化肥,湖北,9.44,11.68,13.05,0.215,4.57,1.77,19990408,8.5,25.29,19.08,9.76,8.11,0.06,0.13,0.14,0.4,0.22,0.21,105.84,94.72
600530,交大昂立,医疗保健,上海,32.74,7.8,7.8,0.04,2.06,2.53,20010702,4.46,-8.08,56.56,37.83,5.2,0.04,0.06,0.06,0.43,0.3,0.21,40.56,40.56
600177,雅戈尔,服饰,浙江,11.95,35.81,35.81,0.142,6.93,0.98,19981119,-50.46,-59.64,59.71,30.28,6.8,0.01,0.01,0.02,0.35,0.31,0.21,243.51,243.51
600337,美克家居,家居用品,新疆,21.59,14.59,17.75,0.11,2.7,1.85,20001127,40.5,35.51,57.35,8.14,5,0.18,0.05,0.06,0.26,0.26,0.21,88.75,72.95
603025,大豪科技,电脑设备,北京,25.25,6.27,6.36,0.388,2.67,7.35,20150422,33.61,39.06,50.61,37.92,19.61,0.18,0.25,0.25,0.4,0.21,0.21,124.72,122.95
300349,金卡智能,软件服务,浙江,23.69,3.36,4.29,0.205,7.22,2.69,20120817,36.54,100.01,47.51,23.28,19.4,0.46,0.35,0.2,0.21,0.21,0.21,83.23,65.18
582,北部湾港,港口,广西,16.42,2.63,13.87,0.24,5.28,1.49,19951102,15.47,1.26,38.57,17.37,7.88,0.07,0.11,0.25,0.53,0.43,0.21,109.3,20.72
600257,大湖股份,渔业,湖南,89.46,4.27,4.81,0.015,2.68,2.01,20000612,2.39,14.65,26.6,3.63,5.4,0.14,0.35,0.44,0.57,0.28,0.21,25.97,23.06
603869,新智认知,旅游服务,广西,23.12,2.68,3.49,0.387,10.88,1.65,20150326,33.37,54.79,38.81,11.27,17.9,0.11,0.19,0.32,0.5,0.34,0.21,62.47,47.97
300243,瑞丰高材,化工原料,山东,28.62,1.68,2.11,0.09,2.56,3.74,20110712,16.93,277.33,25.68,6.04,9.56,0.03,0.08,0.11,0.5,0.27,0.21,20.17,16.06
300095,华伍股份,机械基件,江西,27.81,2.28,3.79,0.052,3.46,1.66,20100728,50.39,81.96,38.02,11.35,5.75,0,0,0,0.62,0.49,0.21,21.79,13.11
600847,万里股份,电气设备,重庆,352.1,1.53,1.53,0.016,4.47,2.58,19940324,60.11,328.79,13.93,0.96,11.54,0.06,0.19,0.28,0.67,0.33,0.21,17.66,17.66
2006,精功科技,专用机械,浙江,47.58,4.55,4.55,0.069,2.3,2.86,20040625,24.53,13.98,17.86,6.22,6.58,0.17,0.4,0.44,0.51,0.24,0.21,29.94,29.94
659,珠海中富,广告包装,广东,0,12.86,12.86,-0.009,0.5,6.05,19961203,-0.66,-4.36,21.78,-3.03,3.05,0.19,0.37,0.54,0.57,0.35,0.21,39.22,39.22
2537,海联金汇,汽车整车,山东,32.33,11.69,12.51,0.076,5.6,1.74,20110110,46.2,0.99,21,8,9.77,0.09,0.17,0.15,0.36,0.21,0.21,122.22,114.21
419,通程控股,百货,湖南,15.7,5.43,5.44,0.077,3.77,1.29,19960816,0.57,33.15,21.1,4.09,4.86,0.05,0.07,0.13,0.45,0.33,0.21,26.44,26.39
603868,飞科电器,家用电器,上海,27.15,0.44,4.36,0.914,4.95,10.03,20160418,5.41,5.06,39.35,21.93,49.63,0.21,0.11,0.22,0.36,0.36,0.21,216.39,21.84
603066,音飞储存,仓储物流,江苏,65.12,1.38,3.02,0.039,2.92,3.49,20150611,12.58,2.15,31.72,11.6,10.18,0.11,0.14,0.34,0.52,0.46,0.21,30.74,14.05
601939,建设银行,银行,北京,5.64,95.94,2500.11,0.295,7.1,0.94,20070925,7.27,5.43,0,40.29,6.66,0.42,0.21,0.29,0.29,0.29,0.21,16650.73,638.96
600496,精工钢构,钢加工,安徽,53.96,15.1,18.1,0.02,2.64,1.14,20020605,56.19,16.81,10.66,1.19,3.02,0.04,0.04,0.14,0.52,0.52,0.21,54.66,45.6
600101,明星电力,水力发电,四川,20.72,3.24,3.24,0.084,6.5,1.07,19970627,13.25,9.82,13.55,6.76,6.94,0.06,0.09,0.19,0.48,0.38,0.21,22.49,22.49
600168,武汉控股,水务,湖北,14.41,7.1,7.1,0.108,6.75,0.92,19980427,23.65,19.05,32.64,22.58,6.21,0,0,0,0.48,0.32,0.21,44.09,44.09
2296,辉煌科技,通信设备,河南,58.35,3.23,3.77,0.053,3.74,1.65,20090929,-14.92,-20.37,48.53,10.82,6.16,0.02,0.05,0.04,0.65,0.45,0.21,23.22,19.9
600668,尖峰集团,水泥,浙江,10.02,3.44,3.44,0.303,8.01,1.52,19930728,18.11,-7,40.45,15.58,12.16,0.13,0.14,0.25,0.38,0.36,0.21,41.83,41.83
2117,东港股份,广告包装,山东,19.62,3.64,3.64,0.364,4.13,3.46,20070302,16.22,32.45,38.87,15.79,14.27,0.03,0.05,0.12,0.54,0.41,0.21,51.94,51.94
600967,内蒙一机,运输设备,内蒙,84.04,9.6,16.9,0.036,4.66,2.58,20040518,0.35,-13.22,11.69,3.93,12.01,0.27,0.36,0.25,0.29,0.21,0.21,202.97,115.3
300261,雅本化学,农药化肥,江苏,29.98,7.61,9.63,0.038,2.15,2.14,20110906,102.73,113.21,20.01,7.46,4.59,0,0,0,0.43,0.29,0.21,44.2,34.93
600352,浙江龙盛,染料涂料,浙江,8.32,32.53,32.53,0.313,5.65,1.85,20030801,7.41,103.33,42.66,24.08,10.42,0.38,0.19,0.05,0.21,0.21,0.21,338.96,338.96
600075,新疆天业,化工原料,新疆,9.84,8.32,9.73,0.162,4.62,1.38,19970617,17.22,0.35,30.75,13.91,6.38,0.1,0.12,0.23,0.41,0.36,0.21,62.08,53.08
600476,湘邮科技,软件服务,湖南,0,1.61,1.61,-0.039,1.2,13.84,20031210,-4.9,-1069.86,6.97,-14.9,16.66,0.22,0.37,0.44,0.51,0.33,0.21,26.82,26.82
300142,沃森生物,生物制药,云南,214.03,13.77,15.37,0.048,2.21,9.2,20101112,45.92,270.08,80.04,19.53,20.37,0.66,0.6,0.24,0.21,0.21,0.21,313.09,280.49
300223,北京君正,半导体,北京,191.57,1.2,2.01,0.059,5.67,3.99,20110531,33.38,213.68,38.08,11.56,22.65,0.24,0.28,0.29,0.44,0.31,0.21,45.53,27.18
600367,红星发展,化工原料,贵州,19.58,2.91,2.98,0.23,4.09,2.12,20010320,12.94,68.24,29.43,9.07,8.65,0.08,0.09,0.23,0.48,0.46,0.21,25.78,25.17
603198,迎驾贡酒,白酒,安徽,10,8,8,0.405,5.55,2.92,20150528,11.87,12.46,65.41,28.69,16.2,0.24,0.33,0.33,0.29,0.21,0.21,129.6,129.6
601218,吉鑫科技,机械基件,江苏,0,9.92,9.92,-0.056,2.52,1.05,20110506,-42.58,-426.28,-8.07,-29.39,2.64,0.06,0.11,0.24,0.55,0.41,0.21,26.19,26.19
601009,南京银行,银行,江苏,5.11,84.82,84.82,0.705,7.3,0.99,20070719,8.62,17.11,0,44.29,7.2,0.17,0.04,0.05,0.27,0.27,0.21,610.7,610.7
2443,金洲管道,钢加工,浙江,93.8,5.03,5.21,0.019,4.11,1.7,20100706,16.5,47.42,10.49,1.28,6.98,0.06,0.16,0.21,0.51,0.28,0.21,36.37,35.11
589,黔轮胎Ａ,汽车配件,贵州,161.64,7.75,7.75,0.005,4.3,0.81,19960308,50.99,-96.39,11.72,0.25,3.47,0.09,0.11,0.25,0.48,0.41,0.21,26.89,26.89
2186,全 聚 德,酒店餐饮,北京,27,3.06,3.08,0.121,5.02,2.6,20071120,1.51,4.64,59.6,8.39,13.02,0,0,0.01,0.45,0.37,0.21,40.1,39.84
300111,向日葵,半导体,浙江,0,11.17,11.2,-0.035,1.14,2.41,20100827,-0.05,-50,4.55,-20.17,2.74,0,0.01,0.01,0.56,0.36,0.21,30.69,30.61
600059,古越龙山,红黄药酒,浙江,28.87,8.09,8.09,0.128,4.95,1.5,19970516,8.19,10.14,35.93,10.68,7.41,0,0,0,0.33,0.26,0.21,59.95,59.95
601717,郑煤机,工程机械,河南,16,14.83,17.32,0.088,6.32,0.9,20100803,192.04,106.51,26.04,6.12,5.66,0.09,0.13,0.18,0.36,0.28,0.21,98.03,83.94
600104,上汽集团,汽车整车,上海,8.46,115.03,116.83,0.831,20.06,1.4,19971125,21.58,17.5,13.07,4.13,28.1,0.56,0.07,0.01,0.21,0.21,0.21,3282.92,3232.34
600740,山西焦化,焦炭加工,山西,10.04,6.57,14.32,0.75,6.4,1.8,19960808,31.33,4038.96,9.28,23.47,11.54,0.62,0.5,0.48,0.23,0.23,0.21,165.25,75.82
600369,西南证券,证券,重庆,19.62,56.45,56.45,0.046,3.43,1.06,20010109,41.54,996.26,0,36.49,3.64,0.02,0.03,0.08,0.53,0.41,0.2,205.48,205.48
903,云内动力,机械基件,云南,10.12,17.58,19.71,0.064,2.82,0.92,19990415,10.7,5.84,16.39,7.11,2.59,0.06,0.1,0.2,0.5,0.37,0.2,51.05,45.53
601318,中国平安,保险,深圳,10.28,108.33,182.8,1.44,27.46,2.11,20070301,16.87,11.49,0,8.28,57.81,0.56,0.24,0.15,0.25,0.25,0.2,10567.67,6262.56
600420,现代制药,化学制药,上海,12.87,5.75,10.56,0.37,6.18,1.62,20040616,27.81,14.87,48.72,7.01,10,0.02,0.03,0.07,0.44,0.37,0.2,105.6,57.5
