,code,name,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,business_income,bips
314,300398,飞凯材料,7.57,20.96,48.0004,155.7214,0.3649,742.6163,1.7402
315,603903,中持股份,7.55,10.82,22.5801,58.1145,0.5623,537.0435,5.197
316,300584,海辰药业,7.55,11.92,86.0031,40.7092,0.3392,341.4232,2.8451
317,603980,吉华集团,7.53,23.57,37.2301,323.6182,0.6472,1372.8473,2.7456
318,600511,国药股份,7.51,3.38,9.1492,635.9252,0.8291,18771.0911,24.4755
319,300039,上海凯宝,7.5,20.19,83.9397,183.1369,0.1709,906.6501,0.8461
320,002195,二三四五,7.49,46.6,87.2334,614.2136,0.1384,1317.7725,0.297
321,603018,中设集团,7.48,9.84,28.1832,167.6477,0.5342,1702.147,5.424
322,002859,洁美科技,7.46,17.63,34.9381,105.4108,0.4122,597.8813,2.3382
323,002920,德赛西威,7.46,10.03,25.8294,286.9046,0.5216,2860.1426,5.2002
324,600114,东睦股份,7.46,19.39,34.9971,200.4287,0.3103,1033.467,1.6003
325,300649,杭州园林,7.46,7.16,18.9776,24.5012,0.1914,341.7977,2.6702
326,300481,濮阳惠成,7.45,16.38,33.001,52.2943,0.2034,319.1088,1.2413
327,002706,良信电器,7.44,15.69,41.8532,125.9206,0.1601,802.3402,1.0207
328,601838,成都银行,7.43,39.07,41.9698,2122.984,0.5877,5433.22,1.5041
329,300684,中石科技,7.43,15.74,36.6312,43.2029,0.4973,274.3896,3.1586
330,002728,特一药业,7.43,18.28,55.537,75.7571,0.3787,414.2507,2.0712
331,300016,北陆药业,7.42,27.21,67.3766,84.6912,0.2597,311.2193,0.9546
332,002860,星帅尔,7.42,24.61,39.1721,49.1588,0.4313,199.6714,1.7519
333,603826,坤彩科技,7.39,31.04,45.2422,89.2413,0.1906,287.4849,0.6142
334,601799,星宇股份,7.39,12.24,21.6431,300.16,1.0869,2450.4695,8.8735
335,603811,诚意药业,7.39,17.89,61.8199,45.012,0.5283,251.5119,2.952
336,603900,莱绅通灵,7.38,17.84,55.2791,174.753,0.5132,979.0407,2.8755
337,002424,贵州百灵,7.36,19.97,63.1849,262.9033,0.1862,1316.1412,0.9326
338,300452,山河药辅,7.34,15.65,33.0977,33.491,0.2405,213.8914,1.5365
339,002821,凯莱英,7.31,20.67,46.0091,156.6678,0.6808,757.6381,3.2926
340,601139,深圳燃气,7.3,10.34,21.7266,638.3947,0.2217,6170.3676,2.1437
341,002136,安纳达,7.3,8.53,17.2197,50.9067,0.2367,596.455,2.7739
342,603359,东珠生态,7.29,21.29,28.1661,179.9172,0.5646,844.9943,2.6518
343,002636,金安国纪,7.29,9.28,18.8364,175.0223,0.2404,1885.4097,2.5898
344,300308,中际旭创,7.28,11.21,25.1184,316.9038,0.6687,2825.5604,5.9628
345,002852,道道全,7.28,9.39,14.4258,147.8594,0.5116,1573.9356,5.4461
346,000989,九芝堂,7.27,18.14,66.1966,326.7605,0.3758,1800.6608,2.0712
347,603380,易德龙,7.24,11.76,26.412,51.7494,0.3234,439.8546,2.749
348,000006,深振业A,7.24,39.4,38.992,415.9687,0.3081,1055.586,0.7819
349,002464,众应互联,7.23,27.56,64.6717,106.8771,0.3277,387.723,1.1888
350,300476,胜宏科技,7.22,13.03,27.8325,200.0587,0.2599,1534.6072,1.9937
351,600113,浙江东日,7.2,26.48,48.5085,49.1922,0.1544,185.7655,0.583
352,300439,美康生物,7.18,8.75,35.1799,127.5971,0.3677,1457.8468,4.2017
353,603808,歌力思,7.18,14.93,68.7074,161.4661,0.4791,1081.4468,3.209
354,002317,众生药业,7.14,22.96,60.4374,274.1474,0.3365,1193.7589,1.4657
355,300470,日机密封,7.13,23.93,53.4953,73.7578,0.6913,308.1154,2.8882
356,603278,大业股份,7.12,8.74,16.2785,101.4204,0.4875,1159.9126,5.5765
357,002176,江特电机,7.12,18.28,31.7574,305.1591,0.2077,1668.9693,1.1359
358,002365,永安药业,7.09,20.91,37.5762,106.0185,0.3597,506.9552,1.7203
359,600368,五洲交通,7.09,28.79,58.3623,240.2561,0.2134,834.4512,0.7413
360,603881,数据港,7.09,20.34,36.3142,65.6331,0.3116,322.6159,1.5319
361,002587,奥拓电子,7.08,10.49,29.9605,83.1267,0.136,791.7919,1.2954
362,603180,金牌厨柜,7.06,9.53,39.6969,61.2981,0.9081,642.9399,9.525
363,603368,柳药股份,7.05,4.63,10.2332,255.5807,0.9865,5516.1844,21.2919
364,600665,天地源,7.02,7.11,17.7962,224.2865,0.2595,3150.8489,3.6462
365,300335,迪森股份,7.02,10.98,31.3993,90.7923,0.25,826.5911,2.2766
366,600706,曲江文旅,6.99,11.38,30.7441,71.3894,0.3976,627.1952,3.4939
367,603666,亿嘉和,6.99,34.93,63.5774,60.9616,0.8687,174.4984,2.4866
368,000055,方大集团,6.99,15.95,35.1281,230.1317,0.1944,1442.0509,1.2183
369,603096,新经典,6.99,24.6,48.2081,109.3799,0.8122,444.5113,3.3009
370,002273,水晶光电,6.98,28.38,27.0614,256.4517,0.297,903.3885,1.0464
371,603058,永吉股份,6.98,28.97,38.6577,63.2061,0.1492,218.156,0.5151
372,002449,国星光电,6.96,12.61,24.7486,225.1524,0.364,1784.3417,2.885
373,002589,瑞康医药,6.96,3.74,19.4962,580.3651,0.3856,15507.4703,10.3059
374,000683,远兴能源,6.94,13.95,41.2223,652.95,0.1645,4680.4577,1.1797
375,002051,中工国际,6.93,13.07,21.0954,586.3351,0.5269,4485.1701,4.0309
376,600548,深高速,6.92,36.17,52.0878,968.6533,0.4441,2677.5228,1.2277
377,002430,杭氧股份,6.91,9.19,23.238,338.0764,0.3504,3676.4099,3.8113
378,603880,南卫股份,6.91,16.65,24.9699,38.4456,0.2957,230.7933,1.7753
379,002756,永兴特钢,6.9,9.21,15.5497,223.7533,0.6215,2427.7764,6.7438
380,002672,东江环保,6.88,15.99,35.6175,265.9358,0.2997,1662.1347,1.8736
381,300388,国祯环保,6.88,8.82,23.735,139.0806,0.4551,1576.0207,5.158
382,300545,联得装备,6.87,12.74,33.0892,37.3386,0.259,293.0277,2.033
383,603416,信捷电气,6.86,23.81,40.4362,67.2022,0.4781,282.1439,2.0072
384,600131,岷江水电,6.86,16.55,15.9446,82.993,0.1646,501.3258,0.9944
385,300298,三诺生物,6.85,22.07,64.4211,168.1029,0.3568,761.3375,1.616
386,002845,同兴达,6.85,4.61,9.6332,72.0134,0.3551,1560.6074,7.6957
387,600138,中青旅,6.83,7.27,24.4586,404.8912,0.5593,5566.9742,7.6908
388,000525,红太阳,6.82,14.08,32.2176,381.8064,0.6574,2711.2875,4.6684
389,002793,东音股份,6.82,11.63,26.3307,53.7376,0.2686,461.7124,2.3085
390,300602,飞荣达,6.82,12.68,30.6527,70.0446,0.344,551.9998,2.7111
391,600064,南京高科,6.82,36.11,49.728,703.3207,0.569,1947.2057,1.5754
392,002653,海思科,6.81,12.21,62.6718,145.364,0.1345,1190.3077,1.1018
393,002064,华峰氨纶,6.8,11.25,24.0563,248.1322,0.1479,2204.9926,1.315
394,300226,上海钢联,6.79,0.13,0.7277,60.4917,0.3799,44571.6783,279.923
395,600329,中新药业,6.78,10.07,43.9359,313.4919,0.4077,3112.2473,4.0478
396,002768,国恩股份,6.78,8.75,18.3636,124.1103,0.4575,1418.2384,5.2285
397,000002,万科A,6.76,8.6,34.4372,9123.7432,0.8264,105974.5373,9.5998
398,300394,天孚通信,6.76,26.22,48.7132,54.3352,0.2923,207.2115,1.1149
399,002097,山河智能,6.76,10.99,33.5874,299.5274,0.2836,2723.1523,2.5785
400,603496,恒为科技,6.75,21.08,53.6205,46.083,0.3243,218.5759,1.5386
401,600438,通威股份,6.74,7.37,19.5668,919.3544,0.2368,12460.6696,3.2095
402,600346,恒力股份,6.72,7.11,14.5746,1882.2727,0.3725,26452.256,5.2351
403,603377,东方时尚,6.71,21.82,50.4375,114.0802,0.194,522.8048,0.8891
404,600305,恒顺醋业,6.69,15.29,41.8511,123.1147,0.1571,804.8096,1.0271
405,002782,可立克,6.69,10.05,22.3253,53.5936,0.1258,532.8266,1.2507
406,002145,中核钛白,6.66,13.58,27.9737,212.5401,0.1335,1564.2888,0.983
407,002518,科士达,6.66,13.26,32.1452,153.8523,0.2611,1159.4079,1.9681
408,603928,兴业股份,6.66,10.34,22.087,78.151,0.3876,755.7153,3.7485
409,002875,安奈儿,6.65,9.74,57.1923,55.3996,0.4193,568.4212,4.3023
410,002664,长鹰信质,6.65,10.16,23.2115,135.6506,0.3391,1335.0876,3.3375
411,300033,同花顺,6.63,33.72,86.283,191.0962,0.3554,566.6069,1.0539
412,300623,捷捷微电,6.63,32.22,49.1049,83.5703,0.4649,259.3513,1.4429
413,300718,长盛轴承,6.61,20.27,34.8126,69.2786,0.3498,341.7766,1.7261
414,002842,翔鹭钨业,6.6,6.89,15.5842,53.2291,0.3131,772.5271,4.5442
415,000856,冀东装备,6.6,2.58,6.1036,20.8021,0.0916,804.4481,3.5438
416,002563,森马服饰,6.6,12.06,38.349,667.3927,0.2481,5532.4612,2.057
417,002352,顺丰控股,6.59,5.25,18.9075,2233.7303,0.5061,42503.5995,9.6302
418,603598,引力传媒,6.58,2.0,8.0377,35.2524,0.1302,1755.9687,6.4886
419,300373,扬杰科技,6.58,17.76,33.1511,155.8699,0.33,877.4748,1.858
420,603766,隆鑫通用,6.58,8.13,17.9108,417.3871,0.1975,5133.1784,2.4292
421,300145,中金环境,6.56,15.34,38.2971,321.5276,0.2674,2095.5019,1.7431
422,600228,ST昌九,6.56,1.38,16.1784,3.7141,0.0153,268.1723,1.1112
423,300732,设研院,6.55,26.2,47.1197,105.2696,0.8122,401.713,3.0996
424,000723,美锦能源,6.55,8.13,23.1191,542.4315,0.1321,6669.9448,1.6244
425,002550,千红制药,6.54,24.22,46.4143,163.4521,0.1276,674.684,0.527
426,600397,*ST安煤,6.54,2.6,14.5603,55.887,0.0564,2142.215,2.1639
427,300349,金卡智能,6.53,23.48,48.6238,207.5217,0.4832,883.6158,2.0577
428,600933,爱柯迪,6.53,18.84,34.9657,233.227,0.2758,1237.8349,1.4641
429,002896,中大力德,6.51,12.97,29.9074,36.068,0.4508,277.9678,3.4745
430,300723,一品红,6.51,9.97,64.1876,76.5655,0.4741,767.5822,4.7536
431,600785,新华百货,6.51,3.5,20.8647,138.5655,0.6141,3953.4361,17.5216
432,603200,上海洗霸,6.48,24.83,42.0382,45.5721,0.6072,183.4766,2.4449
433,002107,沃华医药,6.47,10.6,80.012,37.948,0.1051,357.9891,0.9923
434,000028,国药一致,6.47,3.08,11.6055,641.727,1.4989,20779.1667,48.535
435,603013,亚普股份,6.46,4.93,15.4653,186.3933,0.3654,3773.3086,7.3986
436,600229,城市传媒,6.46,15.31,38.3816,160.109,0.228,1045.3511,1.4889
437,603588,高能环境,6.45,11.02,30.9258,151.8636,0.2293,1377.5984,2.0803
438,603188,ST亚邦,6.43,16.42,48.1838,199.1797,0.3457,1212.6427,2.1052
439,002092,中泰化学,6.43,4.54,13.6834,1242.9844,0.579,27348.8689,12.7414
440,002847,盐津铺子,6.42,8.02,41.2812,39.1793,0.3159,488.0818,3.9361
441,002615,哈尔斯,6.42,5.74,29.6595,49.5846,0.1208,863.0095,2.1028
442,603701,德宏股份,6.41,16.25,31.5352,39.1771,0.2681,240.9544,1.649
443,600508,上海能源,6.39,17.63,38.4945,603.0178,0.8343,3420.1203,4.7323
444,002923,润都股份,6.38,10.93,72.4477,52.1801,0.4348,476.9927,3.9749
445,600971,恒源煤电,6.38,14.38,39.2413,452.6616,0.4526,3147.7456,3.1477
446,600835,上海机电,6.36,6.34,20.0034,653.5834,0.639,10308.4329,10.0792
447,002838,道恩股份,6.36,10.45,19.739,55.922,0.2219,535.0924,2.1233
448,002293,罗莱生活,6.36,9.94,45.3342,218.4281,0.2932,2196.9066,2.9499
449,603136,天目湖,6.35,22.36,64.0661,49.0274,0.6128,219.2576,2.7407
450,603081,大丰实业,6.34,12.59,31.4885,100.5264,0.2501,798.2247,1.9866
451,002697,红旗连锁,6.33,4.28,28.521,154.8236,0.1138,3616.2444,2.659
452,300681,英搏尔,6.33,13.39,25.8929,40.4173,0.5346,301.773,3.9917
453,000426,兴业矿业,6.33,32.48,65.1301,367.611,0.1967,1131.633,0.6056
454,300632,光莆股份,6.33,12.13,27.3442,34.1402,0.2267,281.3468,1.8689
455,601689,拓普集团,6.32,14.2,27.9865,436.7948,0.6003,3074.9534,4.2262
456,002025,航天电器,6.31,13.43,40.5842,157.0147,0.366,1168.7484,2.7243
457,603388,元成股份,6.28,10.93,27.0459,50.1536,0.2436,458.8566,2.2291
458,002118,紫鑫药业,6.28,32.91,71.0418,276.8259,0.2161,841.1289,0.6567
459,300067,安诺其,6.28,14.34,28.8903,100.3138,0.1379,699.1677,0.9618
460,600420,现代制药,6.28,7.01,48.7229,410.3855,0.3697,5853.2552,5.2743
461,601020,华钰矿业,6.27,20.35,40.1278,117.2878,0.223,576.0931,1.0954
462,002511,中顺洁柔,6.27,7.72,36.4936,199.7852,0.1551,2586.0621,2.0082
463,000702,正虹科技,6.27,5.57,6.7781,31.4872,0.118,564.3191,2.1164
464,002245,澳洋顺昌,6.26,8.31,21.5474,163.5953,0.1657,1967.3269,1.9938
465,600702,舍得酒业,6.25,16.28,69.4201,165.8492,0.4916,1018.2097,3.0187
466,002883,中设股份,6.25,18.94,43.336,25.4042,0.4691,134.0653,2.476
467,600123,兰花科创,6.25,15.42,40.4492,628.8452,0.5504,4077.5822,3.5693
468,603960,克来机电,6.25,11.78,28.6947,28.2638,0.209,239.7372,1.7732
469,600262,北方股份,6.23,11.15,21.5757,69.1281,0.4066,619.7509,3.6455
470,002536,西泵股份,6.22,8.96,26.5034,129.3402,0.3874,1442.0949,4.3201
471,601619,嘉泽新能,6.21,29.17,61.3976,157.4291,0.0814,539.6204,0.2791
472,603839,安正时尚,6.21,21.6,68.3197,162.4976,0.4015,752.1341,1.8586
473,603516,淳中科技,6.2,32.73,74.8716,44.4264,0.3392,135.7234,1.0363
474,603181,皇马科技,6.2,10.07,19.4449,81.8597,0.4092,812.2365,4.0611
475,300590,移为通信,6.19,25.92,48.841,48.7098,0.3044,187.8632,1.1741
476,603887,城地股份,6.18,7.39,17.9709,49.3384,0.3421,666.7711,4.6239
477,601699,潞安环能,6.18,12.8,40.7289,1391.3239,0.4651,10861.5783,3.6309
478,603660,苏州科达,6.18,9.27,63.8871,91.4387,0.3552,985.9303,3.8304
479,600823,世茂股份,6.17,11.87,40.6159,1442.1571,0.3844,12147.7132,3.2383
480,600823,世茂股份,6.17,11.87,40.6159,1442.1571,0.3844,12147.7132,3.2383
481,600901,江苏租赁,6.17,54.28,72.1988,642.6112,0.2151,1183.7477,0.3963
482,000708,大冶特钢,6.16,4.15,13.4492,255.6338,0.5688,6153.9631,13.6934
483,603877,太平鸟,6.16,6.22,55.7711,197.1255,0.4098,3169.2019,6.5897
484,300427,红相股份,6.15,19.25,43.6488,121.2245,0.3438,629.4982,1.7853
485,601328,交通银行,6.14,40.02,46.5813,40771.0,0.5137,101865.0,1.3716
486,002801,微光股份,6.13,17.14,27.5154,51.0169,0.4317,297.5178,2.518
487,603601,再升科技,6.12,13.67,32.1816,75.5486,0.1397,552.4775,1.0219
488,601330,绿色动力,6.12,33.52,60.91,168.0867,0.1447,501.3312,0.4317
489,600211,西藏药业,6.11,28.63,79.5132,129.6838,0.7219,452.8453,2.5211
490,300457,赢合科技,6.11,17.15,34.9781,170.0178,0.4518,991.2289,2.6342
491,000513,丽珠集团,6.1,13.87,62.5728,633.3543,0.8808,4564.7035,6.3482
492,601128,常熟银行,6.1,25.88,34.8767,711.132,0.3199,2746.922,1.2358
493,002171,楚江新材,6.09,3.3,7.0289,212.9266,0.1991,6441.6791,6.0247
494,002191,劲嘉股份,6.07,23.55,44.0447,379.017,0.2535,1608.8016,1.0762
495,600216,浙江医药,6.07,13.81,49.1064,468.719,0.4854,3392.5603,3.5133
496,600581,八一钢铁,6.06,2.62,11.1075,215.5938,0.1406,8213.5678,5.3581
497,603519,立霸股份,6.06,7.03,14.7893,40.1858,0.181,571.4696,2.5748
498,601366,利群股份,6.05,4.99,21.9408,281.1236,0.3266,5624.0534,6.5357
499,603367,辰欣药业,6.05,12.56,57.5592,235.1311,0.5186,1871.7721,4.1287
500,300501,海顺新材,6.05,15.54,34.5906,37.2533,0.3692,239.6666,2.3755
501,300474,景嘉微,6.04,32.59,78.6929,62.2792,0.2299,191.0826,0.7055
502,002206,海利得,6.03,10.44,22.8559,184.0339,0.1504,1762.7557,1.4413
503,603023,威帝股份,6.03,36.43,53.6692,33.8241,0.0939,92.8221,0.2578
504,600252,中恒集团,6.02,22.3,88.508,337.0111,0.0969,1511.176,0.4348
505,300523,辰安科技,6.02,18.55,62.4827,54.5378,0.3787,293.9301,2.0411
506,600256,广汇能源,6.01,14.48,35.0457,867.1928,0.1287,5985.229,0.8883
507,300677,英科医疗,6.01,7.9,24.1593,69.1099,0.3517,874.0403,4.4487
508,002603,以岭药业,6.0,16.59,66.6245,448.066,0.3714,2700.291,2.2384
509,300530,达志科技,6.0,38.79,46.7897,28.5633,0.4056,73.6326,1.0458
510,002475,立讯精密,5.99,6.86,19.701,825.8279,0.2602,12025.7326,3.79
511,603896,寿仙谷,5.99,23.8,86.6793,54.0406,0.377,226.976,1.5835
512,002840,华统股份,5.98,3.03,5.5379,73.0063,0.2724,2403.4527,8.9681
513,300197,铁汉生态,5.98,7.79,26.1894,384.8624,0.1688,4937.8513,2.1662
514,300114,中航电测,5.97,12.96,35.5099,90.9186,0.1539,701.3242,1.1871
515,002091,江苏国泰,5.97,2.6,9.2378,432.5001,0.2753,16622.1319,10.5821
516,300445,康斯特,5.95,28.46,68.6472,28.8915,0.1744,101.4988,0.6128
517,002083,孚日股份,5.95,7.49,19.3084,193.1554,0.2127,2577.8229,2.839
518,300731,科创新源,5.94,20.28,41.0941,28.7914,0.3301,141.9636,1.6276
519,600048,保利地产,5.94,10.93,35.3863,6505.4433,0.5485,59513.9194,5.0186
520,603101,汇嘉时代,5.93,4.7,17.7615,80.0577,0.3335,1701.1516,7.0881
521,603607,京华激光,5.92,16.21,30.2299,42.2011,0.3309,260.2232,2.0407
522,002707,众信旅游,5.91,2.39,10.6297,138.2837,0.1627,5781.9504,6.8051
523,603365,水星家纺,5.91,10.31,35.87,119.67,0.4487,1160.2281,4.3508
524,600664,哈药股份,5.9,6.44,27.9052,362.9766,0.1426,5633.9335,2.2137
525,002020,京新药业,5.9,15.12,62.9436,213.0711,0.2939,1408.8217,1.9435
526,000739,普洛药业,5.9,6.07,29.8519,186.4662,0.1582,3070.8022,2.6056
527,000059,华锦股份,5.89,4.68,21.5271,762.7149,0.4768,16278.4445,10.1775
528,600919,江苏银行,5.89,39.79,45.9123,6851.702,0.5935,17217.634,1.4914
529,603679,华体科技,5.88,11.66,32.7041,31.8945,0.3158,273.3966,2.7071
530,601158,重庆水务,5.88,34.82,44.5822,796.2713,0.1658,2286.7918,0.4764
531,603331,百达精工,5.87,10.03,27.3987,40.3983,0.3174,402.6783,3.1643
532,000001,平安银行,5.86,23.36,30.4013,13372.0,0.7278,57241.0,3.3336
533,002327,富安娜,5.83,16.13,50.6612,184.8522,0.2121,1145.9317,1.3154
534,002376,新北洋,5.83,15.16,39.7108,174.6383,0.2623,1151.6163,1.7299
535,002561,徐家汇,5.82,11.83,28.7678,123.679,0.2974,1045.1829,2.5138
536,000961,中南建设,5.82,6.05,22.2256,926.9753,0.2498,15315.9774,4.1285
537,002039,黔源电力,5.82,13.04,54.3771,140.0261,0.4585,1073.0407,3.5135
538,300638,广和通,5.82,4.11,21.9612,22.1762,0.1848,539.028,4.4919
539,601985,中国核电,5.82,14.38,43.9013,2579.0535,0.1656,17926.0624,1.1516
540,300322,硕贝德,5.82,4.21,21.5453,34.9235,0.0858,829.4069,2.039
541,300311,任子行,5.81,13.61,44.3203,74.7075,0.1098,548.6517,0.8067
542,000983,西山煤电,5.81,7.31,31.9337,1115.4324,0.3539,15255.8841,4.8412
543,002267,陕天然气,5.8,7.62,13.0359,326.7357,0.2938,4285.0022,3.8531
544,300473,德尔股份,5.78,5.36,29.6723,98.857,0.9422,1841.825,17.5545
545,002497,雅化集团,5.77,11.23,32.4095,153.2911,0.1596,1364.4862,1.4213
546,300606,金太阳,5.76,14.51,33.1147,27.9394,0.3132,192.5141,2.1582
547,603208,江山欧派,5.75,12.0,33.9653,57.7021,0.7139,480.5172,5.9458
548,300507,苏奥传感,5.74,16.27,30.273,51.7392,0.4232,317.9851,2.6014
549,603138,海量数据,5.74,9.05,24.8212,23.5792,0.2196,260.395,2.4259
550,600559,老白干酒,5.74,10.02,62.6369,146.2601,0.2196,1458.5788,2.19
551,600622,光大嘉宝,5.74,14.35,51.6788,318.9887,0.2765,2222.4385,1.9265
552,002918,蒙娜丽莎,5.74,9.45,34.8989,133.3095,0.5634,1409.9005,5.9595
553,600629,华建集团,5.74,5.22,23.5276,147.6507,0.3416,2827.5026,6.5419
554,603039,泛微网络,5.73,9.04,94.893,36.2506,0.3535,400.8769,3.9102
555,002849,威星智能,5.7,8.7,31.5533,32.6788,0.2513,375.5414,2.8887
556,603505,金石资源,5.7,19.32,49.3435,42.4767,0.1769,219.8086,0.9158
557,600307,酒钢宏兴,5.7,2.53,9.6252,584.8559,0.0933,23041.5659,3.6787
558,600015,华夏银行,5.69,30.52,40.0475,10035.0,0.717,32876.0,2.5638
559,000810,创维数字,5.68,4.57,16.596,162.4163,0.1518,3548.5949,3.3167
560,002880,卫光生物,5.67,23.12,41.7204,69.1649,0.6404,299.1176,2.7696
561,601966,玲珑轮胎,5.67,7.23,23.8341,523.6763,0.4363,7242.2231,6.0351
562,002401,中远海科,5.67,9.69,19.3096,47.5574,0.1568,490.6274,1.6179
563,002285,世联行,5.66,8.1,22.3928,297.7921,0.1456,3672.691,1.7968
564,002632,道明光学,5.65,18.94,39.8592,107.4993,0.1716,567.4706,0.9058
565,603809,豪能股份,5.64,18.03,34.813,82.4883,0.5523,457.2536,3.0618
566,600315,上海家化,5.64,8.64,64.6008,316.823,0.4716,3665.1893,5.4564
567,603199,九华旅游,5.64,24.43,51.5989,60.25,0.5443,246.5518,2.2276
568,601952,苏垦农发,5.63,14.41,18.4712,297.633,0.2159,2064.6764,1.4983
569,002310,东方园林,5.62,10.27,31.8934,664.2877,0.2476,6463.1168,2.4091
570,300560,中富通,5.62,12.29,27.5436,28.2945,0.1793,230.1043,1.4584
571,002557,洽洽食品,5.62,9.17,29.5135,172.0437,0.3393,1874.4297,3.697
572,300428,四通新材,5.61,6.56,9.7736,37.5722,0.1291,572.6827,1.9687
573,300604,长川科技,5.61,21.64,61.468,25.0066,0.1686,115.5474,0.7794
574,600742,一汽富维,5.6,3.96,8.032,258.1154,0.5084,6509.6725,12.8229
575,000411,英特集团,5.59,0.49,6.6085,49.844,0.2402,10096.2977,48.6685
576,000778,新兴铸管,5.58,5.63,16.2107,1134.2301,0.2842,20128.0326,5.0435
577,000900,现代投资,5.58,11.12,18.5681,495.2793,0.3263,4453.3303,2.934
578,300138,晨光生物,5.58,7.29,17.3886,94.5888,0.1841,1295.9562,2.5226
579,002788,鹭燕医药,5.56,1.53,7.8346,81.5856,0.4243,5314.3661,27.6425
580,002138,顺络电子,5.56,20.03,34.7004,226.3238,0.2771,1129.6914,1.3833
581,600699,均胜电子,5.56,3.62,15.128,821.153,0.865,22633.936,23.843
582,300627,华测导航,5.55,10.41,54.6522,44.3684,0.1799,425.9117,1.7275
583,002334,英威腾,5.55,9.3,36.1088,96.2687,0.1275,1035.1362,1.3718
584,002391,长青股份,5.54,11.57,26.309,172.5336,0.4799,1490.0321,4.1448
585,002009,天奇股份,5.53,7.04,22.7447,115.721,0.3122,1642.3563,4.4322
586,300570,太辰光,5.53,20.87,32.053,62.3674,0.2711,298.7748,1.299
587,600557,康缘药业,5.52,10.93,75.249,201.6754,0.3271,1844.4926,2.9921
588,000799,酒鬼酒,5.52,21.86,78.3473,114.4745,0.3523,523.5254,1.6111
589,300485,赛升药业,5.5,22.99,85.7771,131.8047,0.2745,573.1445,1.194
590,603648,畅联股份,5.5,14.63,26.5496,86.683,0.2351,592.4458,1.6069
591,300046,台基股份,5.49,23.6,35.5037,47.1342,0.2211,199.667,0.9368
592,603059,倍加洁,5.49,13.09,24.7712,45.2151,0.5651,345.277,4.3159
593,600873,梅花生物,5.49,7.46,23.9621,469.6401,0.151,6287.7033,2.0229
594,600683,京投发展,5.48,6.13,28.7541,127.8009,0.1725,2083.7799,2.8129
595,300131,英唐智控,5.47,1.77,7.2777,90.2323,0.0843,5080.5152,4.7502
596,300294,博雅生物,5.47,17.48,60.3118,190.9632,0.4406,1092.2862,2.5207
597,600293,三峡新材,5.47,2.86,6.7539,214.1217,0.1842,7465.1751,6.4236
598,603669,灵康药业,5.47,8.46,87.1112,69.1642,0.19,816.5939,2.2433
599,002349,精华制药,5.46,20.6,51.5484,127.1349,0.1521,617.0823,0.7383
600,603882,金域医学,5.45,4.53,39.0237,95.9767,0.2096,2114.6501,4.6183
601,002463,沪电股份,5.45,7.97,21.542,196.5513,0.1143,2463.544,1.4332
602,002406,远东传动,5.44,14.22,29.6292,131.1949,0.2338,922.2574,1.6439
603,603393,新天然气,5.43,19.19,31.2222,102.4711,0.6404,533.7755,3.336
604,603668,天马科技,5.43,7.99,21.4775,51.2261,0.1725,641.1025,2.16
605,002139,拓邦股份,5.43,7.1,20.2487,109.6232,0.1074,1541.8417,1.5119
606,002392,北京利尔,5.42,11.93,38.6649,179.2366,0.1505,1501.7943,1.2614
607,603528,多伦科技,5.42,27.35,62.322,76.5581,0.122,279.8573,0.4462
608,002745,木林森,5.42,6.92,22.4192,484.0139,0.3866,6991.524,5.5844
609,300410,正业科技,5.41,16.48,40.6633,114.7837,0.5823,696.3917,3.533
610,300549,优德精密,5.41,13.79,35.7893,26.6909,0.2001,193.4873,1.451
611,002871,伟隆股份,5.41,21.27,35.6216,30.4522,0.2634,143.1256,1.2381
612,300017,网宿科技,5.41,14.68,35.0009,449.4133,0.1846,3059.7774,1.2572
613,600367,红星发展,5.4,9.07,29.4306,65.8195,0.226,725.6424,2.4919
614,002478,常宝股份,5.4,8.27,20.0328,206.242,0.2088,2491.4009,2.5232
615,002912,中新赛克,5.39,23.43,80.4952,62.0954,0.5818,264.9436,2.4826
616,603897,长城科技,5.39,3.45,7.4936,85.5592,0.4795,2475.5297,13.8762
617,603856,东宏股份,5.39,10.62,23.2317,79.6521,0.3106,749.9438,2.9247
618,002014,永新股份,5.36,8.72,21.3143,91.3779,0.1814,1047.5047,2.0799
619,002062,宏润建设,5.36,3.74,6.5287,152.7296,0.1385,4081.672,3.7021
620,603787,新日股份,5.35,3.33,15.0355,48.3072,0.2367,1448.6075,7.101
621,300199,翰宇药业,5.35,32.43,87.3917,209.8126,0.2244,646.8715,0.692
622,002775,文科园林,5.35,9.41,18.7252,129.9067,0.4052,1380.3003,4.3054
623,000959,首钢股份,5.35,4.51,14.1612,1424.4875,0.2693,31536.5721,5.9622
624,000726,鲁泰A,5.34,11.5,28.0455,377.356,0.409,3281.0142,3.5562
625,300241,瑞丰光电,5.34,9.3,18.0441,68.596,0.1241,736.8543,1.3334
626,002688,金河生物,5.34,12.1,37.9643,85.179,0.134,703.5526,1.1074
627,002493,荣盛石化,5.32,3.03,6.7146,1114.0229,0.1946,36691.6139,6.4101
628,002795,永和智控,5.32,9.84,25.991,31.9017,0.1595,324.1929,1.6209
629,603339,四方科技,5.31,15.51,28.7912,81.7378,0.3877,526.9944,2.4997
630,300580,贝斯特,5.3,19.99,37.7006,68.6895,0.3434,343.473,1.7173
